result_id,year_season,round,circuit_name,country_race,date,constructor_name,constructor_points,constructor_rank,driver_name,driver_code,driver_points,driver_rank,grid,position,race_points,status
21824,2013,6,Circuit de Monaco,Monaco,2013-05-26,Red Bull,164.0,1,Mark Webber,WEB,57.0,5,4,3.0,15.0,Finished
21825,2013,6,Circuit de Monaco,Monaco,2013-05-26,Mercedes,109.0,4,Lewis Hamilton,HAM,62.0,4,2,4.0,12.0,Finished
21826,2013,6,Circuit de Monaco,Monaco,2013-05-26,Force India,44.0,5,Adrian Sutil,SUT,16.0,11,8,5.0,10.0,Finished
21827,2013,6,Circuit de Monaco,Monaco,2013-05-26,McLaren,37.0,6,Jenson Button,BUT,25.0,10,9,6.0,8.0,Finished
21828,2013,6,Circuit de Monaco,Monaco,2013-05-26,Ferrari,123.0,2,Fernando Alonso,ALO,78.0,3,6,7.0,6.0,Finished
21829,2013,6,Circuit de Monaco,Monaco,2013-05-26,Toro Rosso,12.0,7,Jean-Ã‰ric Vergne,VER,5.0,15,10,8.0,4.0,Finished
21830,2013,6,Circuit de Monaco,Monaco,2013-05-26,Force India,44.0,5,Paul di Resta,DIR,28.0,8,17,9.0,2.0,Finished
21831,2013,6,Circuit de Monaco,Monaco,2013-05-26,Lotus F1,112.0,3,Kimi RÃ¤ikkÃ¶nen,RAI,86.0,2,5,10.0,1.0,Finished
21832,2013,6,Circuit de Monaco,Monaco,2013-05-26,Sauber,5.0,8,Nico HÃ¼lkenberg,HUL,5.0,14,11,11.0,0.0,Finished
21833,2013,6,Circuit de Monaco,Monaco,2013-05-26,Williams,0.0,9,Valtteri Bottas,BOT,0.0,17,14,12.0,0.0,Finished
21834,2013,6,Circuit de Monaco,Monaco,2013-05-26,Sauber,5.0,8,Esteban GutiÃ©rrez,GUT,0.0,16,19,13.0,0.0,Finished
21835,2013,6,Circuit de Monaco,Monaco,2013-05-26,Marussia,0.0,10,Max Chilton,CHI,0.0,21,22,14.0,0.0,Finished
21836,2013,6,Circuit de Monaco,Monaco,2013-05-26,Caterham,0.0,11,Giedo van der Garde,VDG,0.0,22,15,15.0,0.0,Finished
21837,2013,6,Circuit de Monaco,Monaco,2013-05-26,McLaren,37.0,6,Sergio PÃ©rez,PER,12.0,12,7,16.0,0.0,Suspension
21844,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Red Bull,201.0,1,Sebastian Vettel,VET,132.0,1,1,1.0,25.0,Finished
21845,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Ferrari,145.0,2,Fernando Alonso,ALO,96.0,2,6,2.0,18.0,Finished
21846,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Mercedes,134.0,3,Lewis Hamilton,HAM,77.0,4,2,3.0,15.0,Finished
21847,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Red Bull,201.0,1,Mark Webber,WEB,69.0,5,5,4.0,12.0,Finished
21848,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Mercedes,134.0,3,Nico Rosberg,ROS,57.0,6,4,5.0,10.0,Finished
21849,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Toro Rosso,20.0,7,Jean-Ã‰ric Vergne,VER,13.0,12,7,6.0,8.0,+1 Lap
21850,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Force India,51.0,5,Paul di Resta,DIR,34.0,8,17,7.0,6.0,+1 Lap
21851,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Ferrari,145.0,2,Felipe Massa,MAS,49.0,7,16,8.0,4.0,+1 Lap
21852,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Lotus F1,114.0,4,Kimi RÃ¤ikkÃ¶nen,RAI,88.0,3,10,9.0,2.0,+1 Lap
21853,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Force India,51.0,5,Adrian Sutil,SUT,17.0,11,8,10.0,1.0,+1 Lap
21854,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,McLaren,37.0,6,Sergio PÃ©rez,PER,12.0,13,12,11.0,0.0,+1 Lap
21855,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,McLaren,37.0,6,Jenson Button,BUT,25.0,10,14,12.0,0.0,+1 Lap
21856,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Lotus F1,114.0,4,Romain Grosjean,GRO,26.0,9,22,13.0,0.0,+1 Lap
21857,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Williams,0.0,9,Valtteri Bottas,BOT,0.0,17,3,14.0,0.0,+1 Lap
21858,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Toro Rosso,20.0,7,Daniel Ricciardo,RIC,7.0,14,11,15.0,0.0,+2 Laps
21859,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Williams,0.0,9,Pastor Maldonado,MAL,0.0,18,13,16.0,0.0,+2 Laps
21860,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Marussia,0.0,10,Jules Bianchi,BIA,0.0,19,19,17.0,0.0,+2 Laps
21861,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Caterham,0.0,11,Charles Pic,PIC,0.0,20,18,18.0,0.0,+3 Laps
21862,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Marussia,0.0,10,Max Chilton,CHI,0.0,21,20,19.0,0.0,+3 Laps
21863,2013,7,Circuit Gilles Villeneuve,Canada,2013-06-09,Sauber,5.0,8,Esteban GutiÃ©rrez,GUT,0.0,16,15,20.0,0.0,Accident
21866,2013,8,Silverstone Circuit,UK,2013-06-30,Mercedes,171.0,2,Nico Rosberg,ROS,82.0,6,2,1.0,25.0,Finished
21867,2013,8,Silverstone Circuit,UK,2013-06-30,Red Bull,219.0,1,Mark Webber,WEB,87.0,5,4,2.0,18.0,Finished
21868,2013,8,Silverstone Circuit,UK,2013-06-30,Ferrari,168.0,3,Fernando Alonso,ALO,111.0,2,9,3.0,15.0,Finished
21869,2013,8,Silverstone Circuit,UK,2013-06-30,Mercedes,171.0,2,Lewis Hamilton,HAM,89.0,4,1,4.0,12.0,Finished
21870,2013,8,Silverstone Circuit,UK,2013-06-30,Lotus F1,124.0,4,Kimi RÃ¤ikkÃ¶nen,RAI,98.0,3,8,5.0,10.0,Finished
21871,2013,8,Silverstone Circuit,UK,2013-06-30,Ferrari,168.0,3,Felipe Massa,MAS,57.0,7,11,6.0,8.0,Finished
21872,2013,8,Silverstone Circuit,UK,2013-06-30,Force India,59.0,5,Adrian Sutil,SUT,23.0,11,6,7.0,6.0,Finished
21873,2013,8,Silverstone Circuit,UK,2013-06-30,Toro Rosso,24.0,7,Daniel Ricciardo,RIC,11.0,14,5,8.0,4.0,Finished
21874,2013,8,Silverstone Circuit,UK,2013-06-30,Force India,59.0,5,Paul di Resta,DIR,36.0,8,21,9.0,2.0,Finished
21875,2013,8,Silverstone Circuit,UK,2013-06-30,Sauber,6.0,8,Nico HÃ¼lkenberg,HUL,6.0,15,14,10.0,1.0,Finished
21876,2013,8,Silverstone Circuit,UK,2013-06-30,Williams,0.0,9,Pastor Maldonado,MAL,0.0,16,15,11.0,0.0,Finished
21877,2013,8,Silverstone Circuit,UK,2013-06-30,Williams,0.0,9,Valtteri Bottas,BOT,0.0,17,16,12.0,0.0,Finished
21878,2013,8,Silverstone Circuit,UK,2013-06-30,McLaren,37.0,6,Jenson Button,BUT,25.0,10,10,13.0,0.0,Finished
21879,2013,8,Silverstone Circuit,UK,2013-06-30,Sauber,6.0,8,Esteban GutiÃ©rrez,GUT,0.0,18,17,14.0,0.0,Finished
21880,2013,8,Silverstone Circuit,UK,2013-06-30,Caterham,0.0,11,Charles Pic,PIC,0.0,20,18,15.0,0.0,Finished
21881,2013,8,Silverstone Circuit,UK,2013-06-30,Marussia,0.0,10,Jules Bianchi,BIA,0.0,19,19,16.0,0.0,Finished
21882,2013,8,Silverstone Circuit,UK,2013-06-30,Marussia,0.0,10,Max Chilton,CHI,0.0,21,20,17.0,0.0,Finished
21883,2013,8,Silverstone Circuit,UK,2013-06-30,Caterham,0.0,11,Giedo van der Garde,VDG,0.0,22,22,18.0,0.0,Finished
21884,2013,8,Silverstone Circuit,UK,2013-06-30,Lotus F1,124.0,4,Romain Grosjean,GRO,26.0,9,7,19.0,0.0,Retired
21885,2013,8,Silverstone Circuit,UK,2013-06-30,McLaren,37.0,6,Sergio PÃ©rez,PER,12.0,13,13,20.0,0.0,Wheel
21888,2013,9,NÃ¼rburgring,Germany,2013-07-07,Red Bull,250.0,1,Sebastian Vettel,VET,157.0,1,2,1.0,25.0,Finished
21889,2013,9,NÃ¼rburgring,Germany,2013-07-07,Lotus F1,157.0,4,Kimi RÃ¤ikkÃ¶nen,RAI,116.0,3,4,2.0,18.0,Finished
21890,2013,9,NÃ¼rburgring,Germany,2013-07-07,Lotus F1,157.0,4,Romain Grosjean,GRO,41.0,8,5,3.0,15.0,Finished
21891,2013,9,NÃ¼rburgring,Germany,2013-07-07,Ferrari,180.0,3,Fernando Alonso,ALO,123.0,2,8,4.0,12.0,Finished
21892,2013,9,NÃ¼rburgring,Germany,2013-07-07,Mercedes,183.0,2,Lewis Hamilton,HAM,99.0,4,1,5.0,10.0,Finished
21893,2013,9,NÃ¼rburgring,Germany,2013-07-07,McLaren,49.0,6,Jenson Button,BUT,33.0,10,9,6.0,8.0,Finished
21894,2013,9,NÃ¼rburgring,Germany,2013-07-07,Red Bull,250.0,1,Mark Webber,WEB,93.0,5,3,7.0,6.0,Finished
21895,2013,9,NÃ¼rburgring,Germany,2013-07-07,McLaren,49.0,6,Sergio PÃ©rez,PER,16.0,12,13,8.0,4.0,Finished
21896,2013,9,NÃ¼rburgring,Germany,2013-07-07,Mercedes,183.0,2,Nico Rosberg,ROS,84.0,6,11,9.0,2.0,Finished
21897,2013,9,NÃ¼rburgring,Germany,2013-07-07,Sauber,7.0,8,Nico HÃ¼lkenberg,HUL,7.0,15,10,10.0,1.0,Finished
21898,2013,9,NÃ¼rburgring,Germany,2013-07-07,Force India,59.0,5,Paul di Resta,DIR,36.0,9,12,11.0,0.0,Finished
21899,2013,9,NÃ¼rburgring,Germany,2013-07-07,Toro Rosso,24.0,7,Daniel Ricciardo,RIC,11.0,14,6,12.0,0.0,Finished
21900,2013,9,NÃ¼rburgring,Germany,2013-07-07,Force India,59.0,5,Adrian Sutil,SUT,23.0,11,15,13.0,0.0,Finished
21901,2013,9,NÃ¼rburgring,Germany,2013-07-07,Sauber,7.0,8,Esteban GutiÃ©rrez,GUT,0.0,18,14,14.0,0.0,Finished
21902,2013,9,NÃ¼rburgring,Germany,2013-07-07,Williams,0.0,9,Pastor Maldonado,MAL,0.0,16,18,15.0,0.0,Finished
21903,2013,9,NÃ¼rburgring,Germany,2013-07-07,Williams,0.0,9,Valtteri Bottas,BOT,0.0,17,17,16.0,0.0,+1 Lap
21904,2013,9,NÃ¼rburgring,Germany,2013-07-07,Caterham,0.0,11,Charles Pic,PIC,0.0,20,22,17.0,0.0,+1 Lap
21905,2013,9,NÃ¼rburgring,Germany,2013-07-07,Caterham,0.0,11,Giedo van der Garde,VDG,0.0,22,20,18.0,0.0,+1 Lap
21906,2013,9,NÃ¼rburgring,Germany,2013-07-07,Marussia,0.0,10,Max Chilton,CHI,0.0,21,21,19.0,0.0,+1 Lap
21910,2013,10,Hungaroring,Hungary,2013-07-28,Mercedes,208.0,2,Lewis Hamilton,HAM,124.0,4,1,1.0,25.0,Finished
21911,2013,10,Hungaroring,Hungary,2013-07-28,Lotus F1,183.0,4,Kimi RÃ¤ikkÃ¶nen,RAI,134.0,2,6,2.0,18.0,Finished
21912,2013,10,Hungaroring,Hungary,2013-07-28,Red Bull,277.0,1,Sebastian Vettel,VET,172.0,1,2,3.0,15.0,Finished
21913,2013,10,Hungaroring,Hungary,2013-07-28,Red Bull,277.0,1,Mark Webber,WEB,105.0,5,10,4.0,12.0,Finished
21914,2013,10,Hungaroring,Hungary,2013-07-28,Ferrari,194.0,3,Fernando Alonso,ALO,133.0,3,5,5.0,10.0,Finished
21915,2013,10,Hungaroring,Hungary,2013-07-28,Lotus F1,183.0,4,Romain Grosjean,GRO,49.0,8,3,6.0,8.0,Finished
21916,2013,10,Hungaroring,Hungary,2013-07-28,McLaren,57.0,6,Jenson Button,BUT,39.0,9,13,7.0,6.0,Finished
21917,2013,10,Hungaroring,Hungary,2013-07-28,Ferrari,194.0,3,Felipe Massa,MAS,61.0,7,7,8.0,4.0,Finished
21918,2013,10,Hungaroring,Hungary,2013-07-28,McLaren,57.0,6,Sergio PÃ©rez,PER,18.0,12,9,9.0,2.0,+1 Lap
21919,2013,10,Hungaroring,Hungary,2013-07-28,Williams,1.0,9,Pastor Maldonado,MAL,1.0,16,15,10.0,1.0,+1 Lap
21920,2013,10,Hungaroring,Hungary,2013-07-28,Sauber,7.0,8,Nico HÃ¼lkenberg,HUL,7.0,15,12,11.0,0.0,+1 Lap
21921,2013,10,Hungaroring,Hungary,2013-07-28,Toro Rosso,24.0,7,Jean-Ã‰ric Vergne,VER,13.0,13,14,12.0,0.0,+1 Lap
21922,2013,10,Hungaroring,Hungary,2013-07-28,Toro Rosso,24.0,7,Daniel Ricciardo,RIC,11.0,14,8,13.0,0.0,+1 Lap
21923,2013,10,Hungaroring,Hungary,2013-07-28,Caterham,0.0,11,Giedo van der Garde,VDG,0.0,21,20,14.0,0.0,+2 Laps
21924,2013,10,Hungaroring,Hungary,2013-07-28,Caterham,0.0,11,Charles Pic,PIC,0.0,20,19,15.0,0.0,+2 Laps
21925,2013,10,Hungaroring,Hungary,2013-07-28,Marussia,0.0,10,Jules Bianchi,BIA,0.0,19,21,16.0,0.0,+3 Laps
21926,2013,10,Hungaroring,Hungary,2013-07-28,Marussia,0.0,10,Max Chilton,CHI,0.0,22,22,17.0,0.0,+3 Laps
21927,2013,10,Hungaroring,Hungary,2013-07-28,Force India,59.0,5,Paul di Resta,DIR,36.0,10,18,18.0,0.0,Hydraulics
21928,2013,10,Hungaroring,Hungary,2013-07-28,Mercedes,208.0,2,Nico Rosberg,ROS,84.0,6,4,19.0,0.0,Engine
21932,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Red Bull,312.0,1,Sebastian Vettel,VET,197.0,1,2,1.0,25.0,Finished
21933,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Ferrari,218.0,3,Fernando Alonso,ALO,151.0,2,9,2.0,18.0,Finished
21934,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Mercedes,235.0,2,Lewis Hamilton,HAM,139.0,3,1,3.0,15.0,Finished
21935,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Mercedes,235.0,2,Nico Rosberg,ROS,96.0,6,4,4.0,12.0,Finished
21936,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Red Bull,312.0,1,Mark Webber,WEB,115.0,5,3,5.0,10.0,Finished
21937,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,McLaren,65.0,5,Jenson Button,BUT,47.0,9,6,6.0,8.0,Finished
21938,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Ferrari,218.0,3,Felipe Massa,MAS,67.0,7,10,7.0,6.0,Finished
21939,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Lotus F1,187.0,4,Romain Grosjean,GRO,53.0,8,7,8.0,4.0,Finished
21940,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Force India,61.0,6,Adrian Sutil,SUT,25.0,11,12,9.0,2.0,Finished
21941,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Toro Rosso,25.0,7,Daniel Ricciardo,RIC,12.0,14,19,10.0,1.0,Finished
21942,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,McLaren,65.0,5,Sergio PÃ©rez,PER,18.0,12,13,11.0,0.0,Finished
21943,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Toro Rosso,25.0,7,Jean-Ã‰ric Vergne,VER,13.0,13,18,12.0,0.0,Finished
21944,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Sauber,7.0,8,Nico HÃ¼lkenberg,HUL,7.0,15,11,13.0,0.0,Finished
21945,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Sauber,7.0,8,Esteban GutiÃ©rrez,GUT,0.0,18,21,14.0,0.0,Finished
21946,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Williams,1.0,9,Valtteri Bottas,BOT,0.0,17,20,15.0,0.0,Finished
21947,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Caterham,0.0,11,Giedo van der Garde,VDG,0.0,21,14,16.0,0.0,+1 Lap
21948,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Williams,1.0,9,Pastor Maldonado,MAL,1.0,16,17,17.0,0.0,+1 Lap
21949,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Marussia,0.0,10,Jules Bianchi,BIA,0.0,19,15,18.0,0.0,+1 Lap
21950,2013,11,Circuit de Spa-Francorchamps,Belgium,2013-08-25,Marussia,0.0,10,Max Chilton,CHI,0.0,22,16,19.0,0.0,+2 Laps
21954,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Red Bull,352.0,1,Sebastian Vettel,VET,222.0,1,1,1.0,25.0,Finished
21955,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Ferrari,248.0,2,Fernando Alonso,ALO,169.0,2,5,2.0,18.0,Finished
21956,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Red Bull,352.0,1,Mark Webber,WEB,130.0,5,2,3.0,15.0,Finished
21957,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Ferrari,248.0,2,Felipe Massa,MAS,79.0,7,4,4.0,12.0,Finished
21958,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Sauber,17.0,8,Nico HÃ¼lkenberg,HUL,17.0,14,3,5.0,10.0,Finished
21959,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Mercedes,245.0,3,Nico Rosberg,ROS,104.0,6,6,6.0,8.0,Finished
21960,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Toro Rosso,31.0,7,Daniel Ricciardo,RIC,18.0,13,7,7.0,6.0,Finished
21961,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Lotus F1,191.0,4,Romain Grosjean,GRO,57.0,8,13,8.0,4.0,Finished
21962,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Mercedes,245.0,3,Lewis Hamilton,HAM,141.0,3,12,9.0,2.0,Finished
21963,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,McLaren,66.0,5,Jenson Button,BUT,48.0,9,9,10.0,1.0,Finished
21964,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Lotus F1,191.0,4,Kimi RÃ¤ikkÃ¶nen,RAI,134.0,4,11,11.0,0.0,Finished
21965,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,McLaren,66.0,5,Sergio PÃ©rez,PER,18.0,12,8,12.0,0.0,Finished
21966,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Sauber,17.0,8,Esteban GutiÃ©rrez,GUT,0.0,18,16,13.0,0.0,Finished
21967,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Williams,1.0,9,Pastor Maldonado,MAL,1.0,16,14,14.0,0.0,Finished
21968,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Williams,1.0,9,Valtteri Bottas,BOT,0.0,17,18,15.0,0.0,Finished
21969,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Force India,61.0,6,Adrian Sutil,SUT,25.0,11,17,16.0,0.0,+1 Lap
21970,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Caterham,0.0,11,Charles Pic,PIC,0.0,20,20,17.0,0.0,+1 Lap
21971,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Caterham,0.0,11,Giedo van der Garde,VDG,0.0,21,19,18.0,0.0,+1 Lap
21972,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Marussia,0.0,10,Jules Bianchi,BIA,0.0,19,21,19.0,0.0,+1 Lap
21973,2013,12,Autodromo Nazionale di Monza,Italy,2013-09-08,Marussia,0.0,10,Max Chilton,CHI,0.0,22,22,20.0,0.0,+1 Lap
21976,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Red Bull,377.0,1,Sebastian Vettel,VET,247.0,1,1,1.0,25.0,Finished
21977,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Ferrari,274.0,2,Fernando Alonso,ALO,187.0,2,7,2.0,18.0,Finished
21978,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Lotus F1,206.0,4,Kimi RÃ¤ikkÃ¶nen,RAI,149.0,4,13,3.0,15.0,Finished
21979,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Mercedes,267.0,3,Nico Rosberg,ROS,116.0,6,2,4.0,12.0,Finished
21980,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Mercedes,267.0,3,Lewis Hamilton,HAM,151.0,3,5,5.0,10.0,Finished
21981,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Ferrari,274.0,2,Felipe Massa,MAS,87.0,7,6,6.0,8.0,Finished
21982,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,McLaren,76.0,5,Jenson Button,BUT,54.0,9,8,7.0,6.0,Finished
21983,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,McLaren,76.0,5,Sergio PÃ©rez,PER,22.0,12,14,8.0,4.0,Finished
21984,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Sauber,19.0,8,Nico HÃ¼lkenberg,HUL,19.0,13,11,9.0,2.0,Finished
21985,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Force India,62.0,6,Adrian Sutil,SUT,26.0,11,15,10.0,1.0,Finished
21986,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Williams,1.0,9,Pastor Maldonado,MAL,1.0,16,18,11.0,0.0,Finished
21987,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Sauber,19.0,8,Esteban GutiÃ©rrez,GUT,0.0,17,10,12.0,0.0,Finished
21988,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Williams,1.0,9,Valtteri Bottas,BOT,0.0,18,16,13.0,0.0,Finished
21989,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Toro Rosso,31.0,7,Jean-Ã‰ric Vergne,VER,13.0,15,12,14.0,0.0,Finished
21990,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Red Bull,377.0,1,Mark Webber,WEB,130.0,5,4,15.0,0.0,Water pressure
21991,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Caterham,0.0,11,Giedo van der Garde,VDG,0.0,21,20,16.0,0.0,+1 Lap
21992,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Marussia,0.0,10,Max Chilton,CHI,0.0,22,22,17.0,0.0,+1 Lap
21993,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Marussia,0.0,10,Jules Bianchi,BIA,0.0,19,21,18.0,0.0,+1 Lap
21994,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Caterham,0.0,11,Charles Pic,PIC,0.0,20,19,19.0,0.0,+1 Lap
21995,2013,13,Marina Bay Street Circuit,Singapore,2013-09-22,Force India,62.0,6,Paul di Resta,DIR,36.0,10,17,20.0,0.0,Accident
21998,2013,14,Korean International Circuit,Korea,2013-10-06,Red Bull,402.0,1,Sebastian Vettel,VET,272.0,1,1,1.0,25.0,Finished
21999,2013,14,Korean International Circuit,Korea,2013-10-06,Lotus F1,239.0,4,Kimi RÃ¤ikkÃ¶nen,RAI,167.0,3,9,2.0,18.0,Finished
22000,2013,14,Korean International Circuit,Korea,2013-10-06,Lotus F1,239.0,4,Romain Grosjean,GRO,72.0,8,3,3.0,15.0,Finished
22001,2013,14,Korean International Circuit,Korea,2013-10-06,Sauber,31.0,7,Nico HÃ¼lkenberg,HUL,31.0,11,7,4.0,12.0,Finished
22002,2013,14,Korean International Circuit,Korea,2013-10-06,Mercedes,283.0,3,Lewis Hamilton,HAM,161.0,4,2,5.0,10.0,Finished
22003,2013,14,Korean International Circuit,Korea,2013-10-06,Ferrari,284.0,2,Fernando Alonso,ALO,195.0,2,5,6.0,8.0,Finished
22004,2013,14,Korean International Circuit,Korea,2013-10-06,Mercedes,283.0,3,Nico Rosberg,ROS,122.0,6,4,7.0,6.0,Finished
22005,2013,14,Korean International Circuit,Korea,2013-10-06,McLaren,81.0,5,Jenson Button,BUT,58.0,9,11,8.0,4.0,Finished
22006,2013,14,Korean International Circuit,Korea,2013-10-06,Ferrari,284.0,2,Felipe Massa,MAS,89.0,7,6,9.0,2.0,Finished
22007,2013,14,Korean International Circuit,Korea,2013-10-06,McLaren,81.0,5,Sergio PÃ©rez,PER,23.0,13,10,10.0,1.0,Finished
22008,2013,14,Korean International Circuit,Korea,2013-10-06,Sauber,31.0,7,Esteban GutiÃ©rrez,GUT,0.0,17,8,11.0,0.0,Finished
22009,2013,14,Korean International Circuit,Korea,2013-10-06,Williams,1.0,9,Valtteri Bottas,BOT,0.0,18,17,12.0,0.0,Finished
22010,2013,14,Korean International Circuit,Korea,2013-10-06,Williams,1.0,9,Pastor Maldonado,MAL,1.0,16,18,13.0,0.0,Finished
22011,2013,14,Korean International Circuit,Korea,2013-10-06,Caterham,0.0,11,Charles Pic,PIC,0.0,20,19,14.0,0.0,Finished
22012,2013,14,Korean International Circuit,Korea,2013-10-06,Caterham,0.0,11,Giedo van der Garde,VDG,0.0,21,20,15.0,0.0,Finished
22013,2013,14,Korean International Circuit,Korea,2013-10-06,Marussia,0.0,10,Jules Bianchi,BIA,0.0,19,22,16.0,0.0,Finished
22014,2013,14,Korean International Circuit,Korea,2013-10-06,Marussia,0.0,10,Max Chilton,CHI,0.0,22,21,17.0,0.0,Finished
22015,2013,14,Korean International Circuit,Korea,2013-10-06,Toro Rosso,31.0,8,Jean-Ã‰ric Vergne,VER,13.0,15,16,18.0,0.0,+2 Laps
22016,2013,14,Korean International Circuit,Korea,2013-10-06,Toro Rosso,31.0,8,Daniel Ricciardo,RIC,18.0,14,12,19.0,0.0,+3 Laps
22017,2013,14,Korean International Circuit,Korea,2013-10-06,Force India,62.0,6,Adrian Sutil,SUT,26.0,12,14,20.0,0.0,Collision
22020,2013,15,Suzuka Circuit,Japan,2013-10-13,Red Bull,445.0,1,Sebastian Vettel,VET,297.0,1,2,1.0,25.0,Finished
22021,2013,15,Suzuka Circuit,Japan,2013-10-13,Red Bull,445.0,1,Mark Webber,WEB,148.0,5,1,2.0,18.0,Finished
22022,2013,15,Suzuka Circuit,Japan,2013-10-13,Lotus F1,264.0,4,Romain Grosjean,GRO,87.0,8,4,3.0,15.0,Finished
22023,2013,15,Suzuka Circuit,Japan,2013-10-13,Ferrari,297.0,2,Fernando Alonso,ALO,207.0,2,8,4.0,12.0,Finished
22024,2013,15,Suzuka Circuit,Japan,2013-10-13,Lotus F1,264.0,4,Kimi RÃ¤ikkÃ¶nen,RAI,177.0,3,9,5.0,10.0,Finished
22025,2013,15,Suzuka Circuit,Japan,2013-10-13,Sauber,45.0,7,Nico HÃ¼lkenberg,HUL,39.0,10,7,6.0,8.0,Finished
22026,2013,15,Suzuka Circuit,Japan,2013-10-13,Sauber,45.0,7,Esteban GutiÃ©rrez,GUT,6.0,16,14,7.0,6.0,Finished
22027,2013,15,Suzuka Circuit,Japan,2013-10-13,Mercedes,287.0,3,Nico Rosberg,ROS,126.0,6,6,8.0,4.0,Finished
